mbert,95.15,86.39,55.68,85.21,86.91,79.57,85.74,75.95,58.91,68.65,77.53,80.06,56.72,65.02,78.09,71.16,87.76,49.28,70.3,51.62,76.01,71.56,88.34,80.61,85.7,78.29,86.72,60.53,75.93,36.81,77.24,65.62,81.27,60.32,53.87,28.27,55.79,64.51
xlmr,95.83,90.27,69.96,88.63,88.27,84.53,88.88,86.38,69.83,71.13,86.35,87.67,73.15,71.11,83.46,71.83,90.0,35.96,77.76,53.49,84.16,81.93,89.21,83.71,88.51,85.61,89.3,63.96,87.44,53.32,91.91,75.58,86.18,65.81,57.62,26.24,25.86,51.55
mbert10,95.05,85.46,56.43,85.96,86.05,79.68,86.95,77.11,61.35,66.96,78.63,85.18,56.98,70.2,79.06,71.8,88.88,49.7,70.2,51.57,76.84,64.17,89.0,81.16,87.1,77.8,86.39,59.94,74.75,38.05,76.6,66.6,81.82,60.0,54.71,30.8,56.67,63.47
mbert42,94.84,84.96,57.11,85.14,86.04,81.51,85.24,75.69,59.07,65.67,77.53,81.88,56.08,63.34,77.31,70.91,87.45,46.35,70.28,51.87,78.01,69.46,88.41,80.7,85.53,77.06,86.81,60.32,76.2,42.57,75.65,67.74,81.84,55.56,55.48,30.99,57.44,63.89
mbert421,94.94,86.72,55.36,86.4,86.65,81.88,81.93,76.23,59.05,68.31,76.58,68.21,55.89,67.07,78.81,71.73,83.48,44.39,69.67,51.37,75.63,67.7,88.28,81.1,85.63,74.64,86.99,58.88,74.96,31.29,76.82,64.26,81.51,57.69,54.14,27.27,58.89,63.72
mbert520,95.03,85.36,54.34,85.73,85.3,80.24,83.9,77.18,61.36,66.35,78.04,78.28,56.08,61.43,77.42,70.99,86.98,46.11,70.18,51.3,76.72,67.38,88.01,81.61,85.4,76.7,86.48,59.14,71.35,35.88,77.59,66.71,80.9,51.61,55.29,29.23,57.14,63.28
xlmr10,95.14,86.91,63.98,87.82,86.61,86.84,87.88,84.88,66.48,66.68,84.48,86.4,65.1,68.61,82.34,72.51,89.09,24.32,73.48,52.21,82.89,79.51,88.85,83.49,87.28,83.66,88.09,60.71,83.07,41.28,88.47,72.01,84.08,61.24,57.81,29.84,26.62,34.54
xlmr42,95.16,89.5,64.85,88.73,87.71,87.04,88.2,84.84,67.72,68.65,84.83,87.07,66.26,70.64,82.51,72.75,89.63,20.65,75.95,54.41,83.36,81.82,88.89,83.7,87.19,83.76,88.71,61.85,79.91,39.16,89.0,72.92,84.85,61.3,57.58,32.18,25.71,30.78
xlmr421,95.19,88.24,68.28,89.08,88.44,87.01,88.57,85.46,66.62,69.83,84.79,86.59,66.72,69.96,82.92,73.05,88.61,30.54,75.08,54.64,83.34,80.31,89.11,85.25,87.36,84.23,88.88,62.35,84.1,45.92,90.34,73.83,85.38,60.6,56.04,28.24,24.67,47.03
xlmr520,95.17,87.04,66.1,88.17,87.47,86.95,87.28,83.93,64.13,69.99,83.8,84.4,65.89,65.92,82.26,72.08,87.29,19.19,74.94,53.13,82.49,81.64,88.9,84.42,85.95,83.62,88.38,62.46,81.64,39.1,86.75,72.79,84.79,57.72,57.42,26.96,24.89,32.68
xlmr1218,95.26,87.92,65.24,87.96,88.56,86.06,87.95,85.68,68.6,67.68,85.09,86.58,66.61,70.8,83.59,72.12,89.78,16.17,75.21,52.04,83.45,82.8,88.98,84.34,87.78,83.73,88.46,62.17,81.81,38.54,88.66,72.15,85.15,62.52,57.87,26.74,23.44,24.01
mbert1218,94.92,87.8,54.7,85.84,86.1,81.02,87.18,77.51,59.14,67.27,77.97,84.79,55.59,60.64,79.4,71.9,87.11,47.28,70.62,52.05,77.45,67.48,88.74,81.16,86.45,79.49,86.23,58.35,74.01,37.21,81.31,65.55,80.54,55.2,53.82,27.65,57.38,65.05
panx_mbert10,78.26,69.93,41.04,67.11,73.2,63.86,74.55,67.66,70.32,74.24,60.39,39.06,73.2,74.97,36.42,52.86,63.2,72.73,61.41,77.72,25.46,57.94,65.05,43.47,59.53,71.57,54.12,53.5,63.56,42.82,77.08,34.75,77.16,73.66,43.17,60.59,61.65,63.25,57.01,50.25,0.08,72.07,67.75,69.17,24.21,67.78,47.01,41.23
panx_mbert42,78.9,72.2,41.44,62.69,73.55,58.5,73.55,62.55,67.37,75.02,64.17,35.95,75.29,74.1,33.53,54.36,63.5,71.49,54.81,78.41,22.27,58.06,60.53,53.21,59.03,70.59,53.26,48.57,63.5,48.55,78.33,32.81,77.49,74.42,51.88,58.83,58.3,60.94,50.56,51.38,0.05,71.4,66.66,68.36,29.12,69.2,32.21,40.6
panx_mbert421,79.57,71.48,38.56,66.06,74.17,59.7,74.69,64.04,69.97,74.48,52.95,31.18,73.94,76.27,34.7,51.05,60.9,71.74,56.49,79.5,24.14,52.85,63.82,40.51,60.99,71.84,50.33,49.2,62.36,42.35,79.13,29.25,78.33,74.98,45.31,60.97,59.07,56.09,50.04,48.03,0.16,68.85,67.89,28.76,67.99,38.21,43.48
panx_mbert520,80.12,73.3,36.53,65.66,74.48,61.38,75.52,66.41,64.05,74.18,65.56,31.55,75.3,75.01,32.5,52.02,66.49,71.86,57.51,78.61,23.35,57.6,63.13,48.07,60.47,70.33,56.62,57.2,67.85,45.68,78.86,37.25,78.33,73.88,45.98,60.6,59.15,63.83,50.91,51.43,0.11,70.58,68.6,62.12,22.69,69.0,40.8,41.69
panx_mbert1218,78.6,69.94,40.02,55.83,71.01,50.61,72.38,56.07,68.56,71.28,61.92,36.54,72.32,74.76,23.19,49.73,57.8,66.56,61.73,76.32,23.58,59.68,54.72,45.05,52.51,64.99,37.44,47.39,58.6,36.51,75.51,22.76,75.58,73.08,43.97,56.86,52.55,58.75,36.88,37.75,2.28,71.51,63.94,58.46,27.67,61.87,30.3,36.66
panx_xlmr10,74.67,69.63,43.17,58.85,68.98,52.04,67.3,63.63,69.36,65.97,50.06,41.95,69.58,67.8,46.54,42.27,58.75,70.82,43.7,71.37,16.14,40.74,54.5,40.13,44.78,65.02,48.84,45.81,44.09,38.69,73.55,32.67,72.71,70.3,40.74,60.14,50.29,59.82,45.7,39.53,1.75,61.21,64.96,65.68,40.74,63.67,37.45,24.6
panx_xlmr42,76.31,70.63,39.12,58.57,72.02,52.16,67.5,62.15,65.93,66.8,46.67,29.87,71.55,70.65,48.25,46.21,58.5,67.91,46.66,73.27,18.47,43.24,56.42,38.33,40.27,66.8,43.94,45.81,48.52,41.38,75.07,30.3,73.95,69.46,49.22,54.93,55.9,55.83,45.1,35.34,8.75,62.9,62.16,55.81,31.25,56.01,42.61,23.54
panx_xlmr421,76.62,69.8,41.57,59.7,72.65,49.02,69.67,68.41,66.15,63.98,45.61,46.1,70.52,69.12,47.44,44.32,61.35,71.72,46.0,71.46,14.56,40.65,58.33,39.32,45.73,67.74,52.83,53.3,44.05,47.79,75.65,29.39,72.77,70.69,37.94,61.74,58.04,53.48,47.38,42.45,2.54,60.92,67.46,59.04,36.07,63.38,36.36,24.05
panx_xlmr520,75.45,68.16,51.92,57.64,73.25,60.75,66.79,65.23,59.99,64.31,49.47,36.33,68.87,68.59,48.39,43.7,63.27,68.61,46.7,70.14,16.5,37.1,58.08,43.54,45.88,66.96,56.47,48.46,46.07,49.4,74.09,46.29,72.11,69.55,50.82,60.16,56.65,61.04,52.77,41.9,2.2,63.38,63.43,61.82,45.53,63.4,30.71,24.57
panx_xlmr1218,76.65,71.38,42.96,58.07,73.84,53.11,69.2,61.2,64.63,66.1,48.03,38.98,71.02,69.56,47.1,41.69,61.02,71.78,43.58,71.52,19.23,45.74,58.76,41.98,46.97,68.9,53.31,48.79,46.55,47.45,76.05,30.52,73.66,70.59,48.06,60.45,53.34,57.68,48.22,45.22,3.1,62.3,64.41,63.69,37.28,61.96,30.71,25.78
